Course Code,Course Title,Duration (min),Instructors,Days,Start Time,End Time,Enrollment,Class Venues
EE 5502-LEC 1,Local Solutions for Energy Access,75,Naveed Arshad,MW,9:00 AM,10:15 AM,50,SBASSE 10-302
ENGL 1000-LEC 1,Introduction to Literature in English,110,Tom Edward Sewel,TR,2:00 PM,3:50 PM,65,SAHSOL SBACR 0-01
ENGL 1192-LEC 1,Introduction to Humour Writing,110,Younis Bin Azeem,MW,2:00 PM,3:50 PM,65,SAHSOL CR 1-01
ENGL 2402-LEC 1,Narrative,110,Tom Edward Sewel,MW,8:00 AM,9:50 AM,45,Acad Block A-9
ENGL 2811-LEC 1,Spaces,110,Sadia Zulfiqar,MW,12:00 PM,1:50 PM,35,Acad Block A-9
ENGL 2991-LEC 1,Humanities,110,Maria Rehman,TR,8:00 AM,9:50 AM,30,SAHSOL CR 2-01
ENGL 3172-LEC 1,Fiction in Europe,110,Farah Hasan Ali,MW,8:00 AM,9:50 AM,30,Acad Block A-12
ENGL 3812-LEC 1,African Literature,110,Furrukh A. Khan,MW,12:00 PM,1:50 PM,40,Acad Block A-5
ENV 102-LEC 1,Introduction to Environmental Studies,110,Maryam Ibrahim,TR,10:00 AM,11:50 AM,70,Acad Block A-11
ENV 132-LEC 1,Disasters,110,Sana Khosa,TR,2:00 PM,3:50 PM,45,SAHSOL ARDCR 0-07
ENV 210-LEC 1,Methods in Environmental Studies,110,Fazilda Nabeel,MW,12:00 PM,1:50 PM,50,SAHSOL CR 1-07
ENV 342-LEC 1,Environmentalism and Development,110,Maryam Ibrahim,MW,3:00 PM,4:50 PM,25,Acad Block SS
FINN 100-LEC 1,Principles of Finance,75,Salman Khan,MW,9:30 AM,10:45 AM,55,SDSB 203
FINN 200-LEC 1,Intermediate Finance,75,Bushra Naqvi,MW,11:00 AM,12:15 PM,55,SDSB 204
FINN 200-LEC 2,Intermediate Finance,75,Ali,MW,8:00 AM,9:15 AM,55,SDSB 204
FINN 200-LEC 3,Intermediate Finance,75,Ali,MW,9:30 AM,10:45 AM,55,SDSB 204
FINN 372-LEC 1,Actuarial Sciences and Insurance,75,Nauman Afzal Cheema,TR,12:30 PM,1:45 PM,60,SDSB 204
FINN 400-LEC 1,Applied Corporate Finance,75,Saad Azmat,TR,2:00 PM,3:15 PM,55,SDSB 204
FINN 403-LEC 1,Financial Modelling,75,Talha Farrukh Lib Bldg,TR,11:00 AM,12:15 PM,60,LAB-1
FINN 441-LEC 1,Islamic Banking and Finance,75,Saad Azmat,TR,3:30 PM,4:45 PM,60,SDSB 204
FINN 454-LEC 1,Portfolio Management,75,Syed Kumail Abbas Rizvi,MW,11:00 AM,12:15 PM,60,SDSB TRDLB
GSL 202-LEC 1,Writing from the Trial,110,Sarah Humayun,MW,11:00 AM,12:50 PM,25,Acad Block A-14
GSS 264-LEC 1,Media Gaps,110,Maria Amir,TR,12:00 PM,1:50 PM,25,Acad Block A-5
HIST 122-LEC 1,East Asian History,110,Hassan Haider Karrar,TR,11:00 AM,12:50 PM,70,Acad Block A-8
HIST 2322-LEC 1,A Brief history of Evil,110,Muhammad Ali Raza,TR,11:00 AM,12:50 PM,40,SBASSE 10-302
HIST 2324-LEC 1,and Borderlands Studies,110,Ilyas Ahmad Chattha,MW,2:00 PM,3:50 PM,35,Acad Block A-11
HIST 314-LEC 1,Punjab,110,Khan,MW,2:00 PM,3:50 PM,30,Acad Block A-1
HIST 329-LEC 1,The Cold War,110,Hassan Haider Karrar,TR,1:30 PM,3:20 PM,37,SDSB 205
HIST 3310-LEC 1,Disaster,110,Waqar Zaidi,MW,12:00 PM,1:50 PM,20,Acad Block A-10
LANG 122-LEC 1,Introduction to Balochi Language,110,Jahanzeb Baloch,TR,10:00 AM,11:50 AM,25,SAHSOL GHKCR 0-02
LANG 127-LEC 1,Introduction to Persian Language,110,Samina Arifa,TR,12:00 PM,1:50 PM,25,SAHSOL MMACR 1-02
LANG 127-LEC 2,Introduction to Persian Language,110,Samina Arifa,TR,2:30 PM,4:20 PM,25,SAHSOL GHKCR 0-02
LAW 102-LEC 2,Introduction to Pakistan Legal System,110,Marva Khan,MW,2:00 PM,3:50 PM,35,SAHSOL CR 1-07
LAW 220-LEC 1,Contracts,110,Hamid,TR,1:00 PM,2:50 PM,29,SAHSOL CR 2-06
LAW 220-LEC 2,Contracts,110,Syeda Zehra Zaidi,MW,11:30 AM,1:20 PM,29,SAHSOL CR 2-06
LAW 222-LEC 1,Torts,110,Syeda Zehra Zaidi,MW,2:00 PM,3:50 PM,29,SAHSOL CR 2-07
LAW 240-LEC 1,Criminal Law,110,Angbeen Atif Mirza,MW,10:00 AM,11:50 AM,29,SAHSOL GHKCR 0-02
LAW 280-LEC 1,Research Methods,110,Adnan Sattar,TR,2:00 PM,3:50 PM,29,SAHSOL SIACR 0-06
LAW 303-LEC 1,Advanced Writing from the Trial,110,Sarah Humayun,TR,12:00 PM,1:50 PM,20,SAHSOL CR 2-01
LAW 338-LEC 1,United Kingdom,110,Raza Saeed SAHSOL,TR,10:00 AM,11:50 AM,24,LAW-FACLOU
LAW 352-LEC 1,Public International Law,110,Sikandar Ahmed Shah,MW,10:00 AM,11:50 AM,30,SAHSOL MMACR 1-02
LAW 352-LEC 2,Public International Law,110,Madiha Talat,MW,12:00 PM,1:50 PM,30,SAHSOL GHKCR 0-02
LAW 353-LEC 1,Human Rights,110,Adnan Sattar,MW,2:00 PM,3:50 PM,35,SAHSOL ARDCR 0-07
LAW 394-LEC 1,Competition Law and Antitrust,110,Khadijah Ahmad,TR,10:00 AM,11:50 AM,30,SAHSOL CR 2-01
LAW 426-LEC 1,Marxist Theories of Law,110,Aisha Ahmad,TR,12:00 PM,1:50 PM,30,SAHSOL CR 1-06
LAW 4304-LEC 1,Parliamentary Power Play,110,Marva Khan,MW,10:00 AM,11:50 AM,25,SAHSOL CR 1-06
LAW 486-LEC 1,Advanced Legal Research,110,Raza Saeed,MW,2:00 PM,3:50 PM,25,SAHSOL CR 1-06
MATH 101-LEC 1,Calculus I,75,Ali Nosherwan Hamed,MW,12:30 PM,1:45 PM,140,SBASSE 10-301
MATH 101-LEC 2,Calculus I,75,Sultan Sial,TR,8:00 AM,9:15 AM,140,SBASSE 10-301
MATH 101-LEC 3,Calculus I,75,Muhammad Saqib,MW,2:00 PM,3:15 PM,140,SBASSE 10-301
MATH 101-LEC 4,Calculus I,75,Haniya Azam,TR,10:30 AM,11:45 AM,150,Acad Block SS
MATH 101-LEC 6,Calculus I,75,Shehryar Sikander,MW,3:30 PM,4:45 PM,150,SBASSE 10-301
MATH 102-LEC 2,Calculus II,75,Masood Hussain Shah,TR,11:30 AM,12:45 PM,120,SBASSE 10-301
MATH 120-LEC 2,Equations,75,Aftab Ali,TR,8:00 AM,9:15 AM,120,SDSB B-2
MATH 204-LEC 1,Introduction to Formal Mathematics,75,Shaheen Nazir,MW,1:30 PM,2:45 PM,50,SBASSE 10-302
MATH 222-LEC 1,Linear Algebra II,75,Haniya Azam,TR,12:30 PM,1:45 PM,50,Acad Block A-14
MATH 230-LEC 1,Probability,75,Reza Abdolmaleki,MW,11:30 AM,12:45 PM,120,SBASSE 9-B2
MATH 309-LEC 1,Introduction to Analysis II,75,Waqas Ali Azhar,MW,3:00 PM,4:15 PM,40,SDSB 305
MATH 341-LEC 1,Operations Research I,75,Kamran Rashid,MW,8:00 AM,9:15 AM,50,SDSB 201
MATH 414-LEC 1,Equations,75,Imran Naeem,MW,11:30 AM,12:45 PM,20,Acad Block SS
MATH 4418-LEC 1,Numerical Linear Algebra,75,Reza Abdolmaleki,MW,1:00 PM,2:15 PM,20,SBASSE 10-304
MATH 521-LEC 1,Advanced Algebra,75,Imran Anwar,TR,10:00 AM,11:15 AM,20,SBASSE 10-304
MATH 5300-LEC 1,Probability and Statistical Analysis,75,Sultan Sial,TR,1:00 PM,2:15 PM,20,SAHSOL GHKCR 0-02
MECO 111-LEC 1,Principles of Microeconomics,75,Sameen Zafar,MW,2:00 PM,3:15 PM,55,SDSB 105
MECO 111-LEC 2,Principles of Microeconomics,75,Sameen Zafar,MW,3:30 PM,4:45 PM,55,SDSB 105
MECO 111-LEC 3,Principles of Microeconomics,75,Ummad Mazhar,TR,9:30 AM,10:45 AM,55,SDSB 204
MECO 111-LEC 4,Principles of Microeconomics,75,Ummad Mazhar,TR,11:00 AM,12:15 PM,55,SDSB 204
MECO 111-LEC 5,Principles of Microeconomics,75,Rabia Khan,TR,2:00 PM,3:15 PM,55,SDSB 101
MECO 111-LEC 6,Principles of Microeconomics,75,Abid Raza Khan,MW,3:30 PM,4:45 PM,55,Acad Block A-7
MGMT 142-LEC 1,Principles of Management,75,Mujeeb Rashid,TR,2:00 PM,3:15 PM,55,Acad Block A-4
MGMT 142-LEC 2,Principles of Management,75,Qureshi,TR,9:30 AM,10:45 AM,55,Acad Block A-15
MGMT 142-LEC 3,Principles of Management,75,Qureshi,TR,11:00 AM,12:15 PM,55,Acad Block A-15
MGMT 142-LEC 4,Principles of Management,75,Afaf Khalid,TR,9:30 AM,10:45 AM,55,Acad Block A-7
MGMT 142-LEC 5,Principles of Management,75,Mohsin Bashir,MW,11:00 AM,12:15 PM,55,SDSB 105
MGMT 142-LEC 6,Principles of Management,75,Nawaz Butt,MW,2:00 PM,3:15 PM,55,Acad Block A-14
MGMT 142-LEC 7,Principles of Management,75,Nawaz Butt,TR,2:00 PM,3:15 PM,55,Acad Block A-14
MGMT 212-LEC 1,Business Communication,75,Mehroz Sajjad,TR,11:00 AM,12:15 PM,45,SDSB 105
MGMT 212-LEC 2,Business Communication,75,Mehroz Sajjad,TR,2:00 PM,3:15 PM,45,SDSB 105
MGMT 212-LEC 3,Business Communication,75,Mehr Farhan Cheema,TR,9:30 AM,10:45 AM,45,SDSB 105
MGMT 212-LEC 4,Business Communication,75,Shezeen Salim Hemani,MW,11:00 AM,12:15 PM,45,SDSB 101
MGMT 212-LEC 5,Business Communication,75,Shezeen Salim Hemani,MW,12:30 PM,1:45 PM,45,SDSB 101
MGMT 242-LEC 1,Responsibility,75,Razi Allah Lone,TR,11:00 AM,12:15 PM,55,Acad Block A-3
MGMT 242-LEC 2,Responsibility,75,Razi Allah Lone,TR,2:00 PM,3:15 PM,55,SDSB B-2
MGMT 242-LEC 3,Responsibility,75,Razi Allah Lone,TR,3:30 PM,4:45 PM,55,SDSB B-2
MGMT 243-LEC 1,Public Administration,75,Mohsin Bashir,TR,11:00 AM,12:15 PM,60,Acad Block A-14
MGMT 247-LEC 1,Public Financial Management,75,Sajid Siddique,TR,3:30 PM,4:45 PM,60,SDSB 201
MGMT 252-LEC 1,Logic and Critical Thinking,75,Ahsen,MW,2:00 PM,3:15 PM,55,Acad Block A-7
MGMT 260-LEC 1,Business Law,75,Ali Sultan,MW,8:00 AM,9:15 AM,55,Acad Block A-16
MGMT 260-LEC 2,Business Law,75,Ali Sultan,MW,9:30 AM,10:45 AM,55,Acad Block A-16
MGMT 260-LEC 3,Business Law,75,Ali Sultan,MW,11:00 AM,12:15 PM,55,Acad Block A-16
MGMT 261-LEC 1,Introduction to Policy Analysis,75,Ghazal Mir Zulfiqar,TR,9:30 AM,10:45 AM,60,Acad Block A-3
MGMT 263-LEC 1,Pakistan,75,Rana,TR,12:30 PM,1:45 PM,60,SDSB 203
MGMT 283-LEC 1,Management,75,Shireen Waheed,MW,12:30 PM,1:45 PM,60,SDSB B-2
MGMT 400-LEC 1,Strategic Business Management,75,Adnan Zahid,TR,3:30 PM,4:45 PM,55,SDSB 203
MGMT 400-LEC 2,Strategic Business Management,75,Adnan Zahid,MW,3:30 PM,4:45 PM,55,SDSB 203
MGMT 400-LEC 3,Strategic Business Management,75,Salma Zaman,TR,9:30 AM,10:45 AM,55,SDSB 203
MKTG 201-LEC 1,Principles of Marketing,75,Muhammad Asim,TR,12:30 PM,1:45 PM,55,SDSB 105
MKTG 201-LEC 2,Principles of Marketing,75,Mahira Ilyas,TR,9:30 AM,10:45 AM,55,SDSB 201
MKTG 201-LEC 3,Principles of Marketing,75,Mahira Ilyas,TR,11:00 AM,12:15 PM,55,SDSB 201
MKTG 201-LEC 4,Principles of Marketing,75,Aleena Iqtidar,MW,3:30 PM,4:45 PM,55,SDSB 201
MKTG 302-LEC 1,Marketing,75,Komal Zain,TR,3:30 PM,4:45 PM,60,Acad Block A-4
MKTG 324-LEC 1,Integrated Marketing Communications,75,Komal Zain,MW,3:30 PM,4:45 PM,60,SDSB B-1
MKTG 332-LEC 1,Consumer Behaviour,75,Saima Mujtaba Rana,TR,9:30 AM,10:45 AM,60,Acad Block A-14
MKTG 343-LEC 1,Marketing Models,75,Muhammad Asim,TR,3:30 PM,4:45 PM,60,SDSB TRDLB
MKTG 345-LEC 1,Development,75,Muhammad Asim,MW,3:30 PM,4:45 PM,60,SDSB TRDLB
MKTG 392-LEC 1,Brand Management,75,Mariam Qadeer,MW,2:00 PM,3:15 PM,60,SDSB 203
ORSC 201-LEC 1,Organizational Behaviour,75,Faiza Ali,MW,9:30 AM,10:45 AM,55,SDSB 105
ORSC 201-LEC 2,Organizational Behaviour,75,Faiza Ali,MW,11:00 AM,12:15 PM,55,SDSB B-1
ORSC 201-LEC 3,Organizational Behaviour,75,Ghulam Ali Arain,TR,11:00 AM,12:15 PM,55,SDSB 203
ORSC 201-LEC 4,Organizational Behaviour,75,Ghulam Ali Arain,TR,12:30 PM,1:45 PM,55,SDSB 101
PHIL 132-LEC 1,Introduction to Logic,110,Ahsen,TR,8:00 AM,9:50 AM,70,Acad Block A-16
PHIL 203-LEC 1,Introduction to Philosophy II,110,Syed Sikander Gilani,TR,12:00 PM,1:50 PM,50,Acad Block A-1
PHY 101-LEC 1,Mechanics,75,Adam Zaman Chaudhry,MW,2:00 PM,3:15 PM,230,SBASSE 9-B2
PHY 101-LEC 2,Mechanics,75,Adam Zaman Chaudhry,TR,2:30 PM,3:45 PM,230,SDSB B-3
PHY 212-LEC 1,Quantum Mechanics I,75,Syed Moeez Hassan,MW,1:30 PM,2:45 PM,40,Acad Block A-3
PHY 301-LEC 1,Classical Mechanics,75,Tajdar Mufti,TR,12:00 PM,1:15 PM,40,SDSB 205
PHY 313-LEC 1,Statistical Mechanics,110,Aeysha Khalique,TR,8:00 AM,9:50 AM,20,SBASSE 10-204
PHY 404-LEC 1,Relativistic Electrodynamics,75,Syed Moeez Hassan,TR,1:30 PM,2:45 PM,20,SBASSE 10-202
PHY 5114-LEC 1,Quantum Algorithms,75,Muhammad Faryad,TR,9:30 AM,10:45 AM,40,Acad Block A-8
PHY 512-LEC 1,Advanced Quantum Mechanics,75,Muhammad Faryad,MW,9:30 AM,10:45 AM,40,Acad Block A-11
POL 100-LEC 1,Introduction to Political Science,110,Rida Ashfaq,TR,10:00 AM,11:50 AM,66,Acad Block MCB Acad Block A-13
POL 100-LEC 2,Introduction to Political Science,110,Rida Ashfaq,TR,2:00 PM,3:50 PM,67,Acad Block SS
POL 100-LEC 3,Introduction to Political Science,110,Maham Nasir,MW,10:00 AM,11:50 AM,65,Acad Block A-3
POL 132-LEC 1,Countries,110,Maham Nasir,MW,2:00 PM,3:50 PM,65,Acad Block A-8
POL 2214-LEC 1,the Global South,110,Farhat Haq,TR,12:00 PM,1:50 PM,45,SAHSOL ARDCR 0-07
POL 224-LEC 1,Politics of the Modern Middle East,110,Vito Morisco,MW,12:00 PM,1:50 PM,45,Acad Block A-15
POL 320-LEC 1,Comparative Politics,110,Asma ul-Husna Faiz,TR,10:00 AM,11:50 AM,40,SDSB 205
POL 320-LEC 2,Comparative Politics,110,Asma ul-Husna Faiz,TR,2:00 PM,3:50 PM,40,Acad Block A-12
POL 3202-LEC 1,Political Science,110,Salman Rafi,MW,2:00 PM,3:50 PM,40,Acad Block A-5
POL 3302-LEC 1,Theories of IR,110,Syed Rashid Munir,TR,12:00 PM,1:50 PM,40,SBASSE 10-204
POL 366-LEC 1,Terrorism as Political Action,110,Syed Rashid Munir,TR,2:00 PM,3:50 PM,40,SBASSE 10-204
POL 4112-LEC 1,Political Leadership,110,Mohammad Waseem,MW,2:00 PM,3:50 PM,30,Acad Block A-10
POL 412-LEC 1,Diplomacy in International Relations,110,Shahid Malik,TR,10:00 AM,11:50 AM,30,Acad Block A-1
POL 4314-LEC 1,Global Environmental Politics,110,Feyzullah Yilmaz,MW,2:00 PM,3:50 PM,25,SAHSOL GHKCR 0-02
PSY 100-LEC 3,Behavior,110,Arman Ashraf,MW,2:00 PM,3:50 PM,70,SDSB B-2
PSY 100-LEC 4,Behavior,110,Humair Yusuf,TR,11:00 AM,12:50 PM,65,Acad Block A-4
PSY 212-LEC 1,Theories of Learning,110,Imran Rashid,MW,12:00 PM,1:50 PM,50,SAHSOL CR 1-01
PSY 220-LEC 1,Psychopathology,110,Tahira Haider,MW,2:00 PM,3:50 PM,50,Acad Block MCB Acad Block A-13
PSY 300-LEC 1,Social Psychology,110,Imran Rashid,TR,12:00 PM,1:50 PM,40,SDSB 305
PSY 308-LEC 1,Critical Multicultural Psychology,110,Humair Yusuf,MW,2:00 PM,3:50 PM,35,SDSB 205
PSY 321-LEC 1,Life Span Development,110,Natasha Sohail Barlas,TR,2:00 PM,3:50 PM,35,Acad Block A-1
REL 200-LEC 1,What is Religion,110,Essam Fahim,MW,2:00 PM,3:50 PM,45,Acad Block A-4
REL 315-LEC 1,Religion and Existentialism,110,Nauman Faizi,TR,2:00 PM,3:50 PM,40,Acad Block A-15
REL 334-LEC 1,Feminist Scriptural Discourse,110,Sara Aziz,TR,10:00 AM,11:50 AM,40,SBASSE 10-204
SCI 503-LEC 1,STEM Teaching in the AI Era,75,Anusheh Attique,MW,12:00 PM,1:15 PM,40,SDSB 305
SCI 503-LEC 1,STEM Teaching in the AI Era,75,Alizai,MW,12:00 PM,1:15 PM,40,SDSB 305
SOC 100-LEC 2,Introduction to Sociology,110,Tania Saeed,MW,12:00 PM,1:50 PM,68,SAHSOL SBACR 0-01
SOC 253-LEC 1,Mind,110,Basit Bilal Koshul,TR,12:00 PM,1:50 PM,35,SAHSOL CR 1-01
SOC 265-LEC 1,Studies,110,Nida Yasmeen Kirmani,MW,12:00 PM,1:50 PM,35,SAHSOL ARDCR 0-07
SOC 310-LEC 1,Classical Sociological Theory,110,Umair Javed,TR,12:00 PM,1:50 PM,35,Acad Block A-12
SOC 334-LEC 1,The Informal Economy,110,Umair Javed,MW,12:00 PM,1:50 PM,27,SAHSOL SIACR 0-06
SS 100-LEC 1,Writing and Communication,110,Hajra Ikram Butt,TR,8:00 AM,9:50 AM,25,SAHSOL CR 1-06
SS 100-LEC 11,Writing and Communication,110,Zainab Sattar,MW,11:00 AM,12:50 PM,25,SAHSOL CR 2-07
SS 100-LEC 12,Writing and Communication,110,Afsheen Salahuddin,MW,12:00 PM,1:50 PM,25,SAHSOL MMACR 1-02
SS 100-LEC 13,Writing and Communication,110,Kaleem Bhatti,MW,8:00 AM,9:50 AM,25,Acad Block A-2
SS 100-LEC 14,Writing and Communication,110,Hajra Ikram Butt,TR,10:00 AM,11:50 AM,25,SAHSOL CR 1-06
SS 100-LEC 15,Writing and Communication,110,Uzma Safdar,MW,9:00 AM,10:50 AM,25,Acad Block A-14
SS 100-LEC 16,Writing and Communication,110,Aamna Khalid,TR,2:00 PM,3:50 PM,25,SAHSOL CR 1-06
SS 100-LEC 18,Writing and Communication,110,Huda Imtiaz,TR,9:00 AM,10:50 AM,25,SAHSOL CR 2-06
SS 100-LEC 19,Writing and Communication,110,Aneeqa Mazhar Wattoo,MW,2:00 PM,3:50 PM,25,Acad Block A-16
SS 100-LEC 2,Writing and Communication,110,Rizvi,TR,1:00 PM,2:50 PM,25,SAHSOL CR 2-07
SS 100-LEC 20,Writing and Communication,110,Zainab Sattar,MW,2:00 PM,3:50 PM,25,SAHSOL SIACR 0-06
SS 100-LEC 21,Writing and Communication,110,Farhana Shahzad,TR,11:30 AM,1:20 PM,25,Acad Block A-6
SS 100-LEC 22,Writing and Communication,110,Farhana Shahzad,MW,12:00 PM,1:50 PM,25,Acad Block A-6
SS 100-LEC 23,Writing and Communication,110,Syed Javed Nazir,TR,11:00 AM,12:50 PM,25,SAHSOL CR 2-06
SS 100-LEC 3,Writing and Communication,110,Afsheen Salahuddin,TR,1:30 PM,3:20 PM,25,Acad Block A-6
SS 100-LEC 4,Writing and Communication,110,Aneeqa Mazhar Wattoo,MW,9:30 AM,11:20 AM,25,SAHSOL CR 2-06
SS 100-LEC 5,Writing and Communication,110,Mahrukh Baig,TR,9:30 AM,11:20 AM,25,SAHSOL CR 2-07
SS 100-LEC 6,Writing and Communication,110,Rizvi,MW,2:00 PM,3:50 PM,25,Acad Block A-6
SS 100-LEC 8,Writing and Communication,110,Huda Imtiaz,MW,12:00 PM,1:50 PM,25,SAHSOL CR 2-02
SS 100-LEC 9,Writing and Communication,110,Faiza Asghar Dar,TR,10:00 AM,11:50 AM,25,SAHSOL CR 2-02
SS 1302-LEC 1,Asian Music,110,Sadaf Habib,TR,10:00 AM,11:50 AM,25,SAHSOL MMACR 1-02
SS 1303-LEC 1,Introduction to Kathak,110,Sadaf Habib,TR,1:00 PM,2:50 PM,15,Acad Block A-10
SS 187-LEC 1,Applied Statistics for Humanities,110,Muhammad Saad Imtiaz,MW,12:00 PM,1:50 PM,70,Acad Block A-12
SS 187-LEC 2,Applied Statistics for Humanities,110,Khan,TR,12:00 PM,1:50 PM,70,SBASSE PRGST
SS 233-LEC 1,Media Writing,110,Syed Javed Nazir,TR,8:00 AM,9:50 AM,50,Acad Block A-1
SS 3302-LEC 1,Professional Communication Skills,110,Aamna Khalid,MW,3:00 PM,4:50 PM,25,Acad Block A-3